record_id,field,type,TP,TN,FP,FN,precision,recall,f1,accuracy,jaccard,exact_match,balanced_accuracy,mcc,size_abs_error,true_size,pred_size,gt_empty,pred_empty,excluded_empty_empty,true_value,pred_value
GT_1762__row0061,supporto,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0061,zone,multilabel,0,18,0,1,0.0,0.0,0.0,,0.0,0.0,0.5,0.0,1,1,0,0,1,0,Arredi liturgici,
GT_1762__row0061,materials_used,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0061,technique_used,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0061,environmental_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0061,working_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0062,supporto,multilabel,0,14,0,1,0.0,0.0,0.0,,0.0,0.0,0.5,0.0,1,1,0,0,1,0,Murario,
GT_1762__row0062,zone,multilabel,1,18,0,0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0,1,1,0,0,0,Murature,Murature
GT_1762__row0062,materials_used,multilabel,0,68,0,1,0.0,0.0,0.0,,0.0,0.0,0.5,0.0,1,1,0,0,1,0,"Calce (grassello, calce dolce, calce storica)",
GT_1762__row0062,technique_used,multilabel,1,21,0,0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0,1,1,0,0,0,Pulitura meccanica,Pulitura meccanica
GT_1762__row0062,environmental_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0062,working_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0063,supporto,multilabel,0,14,0,1,0.0,0.0,0.0,,0.0,0.0,0.5,0.0,1,1,0,0,1,0,Murario,
GT_1762__row0063,zone,multilabel,1,15,0,3,1.0,0.25,0.4,,0.25,0.0,0.625,0.45643546458763845,3,4,1,0,0,0,Navata|Murature|Colonne/Capitelli/Trabeazioni|Elementi lapidei/Sculture lapidee,Murature
GT_1762__row0063,materials_used,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0063,technique_used,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0063,environmental_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0063,working_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0064,supporto,multilabel,0,14,0,1,0.0,0.0,0.0,,0.0,0.0,0.5,0.0,1,1,0,0,1,0,Murario,
GT_1762__row0064,zone,multilabel,0,18,0,1,0.0,0.0,0.0,,0.0,0.0,0.5,0.0,1,1,0,0,1,0,Portali/Ingressi,
GT_1762__row0064,materials_used,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0064,technique_used,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0064,environmental_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0064,working_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0065,supporto,multilabel,0,14,0,1,0.0,0.0,0.0,,0.0,0.0,0.5,0.0,1,1,0,0,1,0,Murario,
GT_1762__row0065,zone,multilabel,1,17,0,1,1.0,0.5,0.6666666666666666,,0.5,0.0,0.75,0.6871842709362768,1,2,1,0,0,0,Abside|Murature,Murature
GT_1762__row0065,materials_used,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0065,technique_used,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0065,environmental_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0065,working_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0066,supporto,multilabel,0,14,0,1,0.0,0.0,0.0,,0.0,0.0,0.5,0.0,1,1,0,0,1,0,Murario,
GT_1762__row0066,zone,multilabel,2,17,0,0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0,2,2,0,0,0,Navata|Murature,Navata|Murature
GT_1762__row0066,materials_used,multilabel,2,67,0,0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0,2,2,0,0,0,"Calce (grassello, calce dolce, calce storica)|Cemento/calcestruzzo/cementite","Calce (grassello, calce dolce, calce storica)|Cemento/calcestruzzo/cementite"
GT_1762__row0066,technique_used,multilabel,0,20,1,1,0.0,0.0,0.0,,0.0,0.0,0.47619047619047616,-0.047619047619047616,0,1,1,0,0,0,"Rimozione di depositi, scialbature o vernici",Pulitura meccanica
GT_1762__row0066,environmental_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0066,working_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0067,supporto,multilabel,0,14,0,1,0.0,0.0,0.0,,0.0,0.0,0.5,0.0,1,1,0,0,1,0,Murario,
GT_1762__row0067,zone,multilabel,1,18,0,0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0,1,1,0,0,0,Murature,Murature
GT_1762__row0067,materials_used,multilabel,0,66,1,2,0.0,0.0,0.0,,0.0,0.0,0.4925373134328358,-0.020951886854752806,1,2,1,0,0,0,Calce idraulica / NHL|Malte a base calce (premiscelate o tradizionali),Malte cementizie
GT_1762__row0067,technique_used,multilabel,0,20,1,1,0.0,0.0,0.0,,0.0,0.0,0.47619047619047616,-0.047619047619047616,0,1,1,0,0,0,Sigillature e stilatura giunti,Interventi su intonaci (intonacatura / reintonacatura)
GT_1762__row0067,environmental_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0067,working_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0068,supporto,multilabel,0,14,0,1,0.0,0.0,0.0,,0.0,0.0,0.5,0.0,1,1,0,0,1,0,Murario,
GT_1762__row0068,zone,multilabel,1,18,0,0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0,1,1,0,0,0,Murature,Murature
GT_1762__row0068,materials_used,multilabel,0,68,0,1,0.0,0.0,0.0,,0.0,0.0,0.5,0.0,1,1,0,0,1,0,"Materiali lapidei (pietra, marmo, ardesia, litotipi)",
GT_1762__row0068,technique_used,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0068,environmental_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0068,working_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0069,supporto,multilabel,0,14,0,1,0.0,0.0,0.0,,0.0,0.0,0.5,0.0,1,1,0,0,1,0,Murario,
GT_1762__row0069,zone,multilabel,1,18,0,0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0,1,1,0,0,0,Murature,Murature
GT_1762__row0069,materials_used,multilabel,1,66,1,1,0.5,0.5,0.5,,0.3333333333333333,0.0,0.7425373134328358,0.48507462686567165,0,2,2,0,0,0,"Malte a base calce (premiscelate o tradizionali)|Resine epossidiche (Araldite, Sikadur, Epox)",Malte a base calce (premiscelate o tradizionali)|Adesivi epossidici/bi-componenti
GT_1762__row0069,technique_used,multilabel,0,20,1,1,0.0,0.0,0.0,,0.0,0.0,0.47619047619047616,-0.047619047619047616,0,1,1,0,0,0,Stuccatura / integrazione con malte,Riadesione / fissaggio pellicola pittorica
GT_1762__row0069,environmental_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0069,working_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0070,supporto,multilabel,0,14,0,1,0.0,0.0,0.0,,0.0,0.0,0.5,0.0,1,1,0,0,1,0,Murario,
GT_1762__row0070,zone,multilabel,1,18,0,0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0,1,1,0,0,0,Murature,Murature
GT_1762__row0070,materials_used,multilabel,0,68,0,1,0.0,0.0,0.0,,0.0,0.0,0.5,0.0,1,1,0,0,1,0,Stucchi (a base calce/resina/cellulosici),
GT_1762__row0070,technique_used,multilabel,1,21,0,0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0,1,1,0,0,0,Stuccatura / integrazione con malte,Stuccatura / integrazione con malte
GT_1762__row0070,environmental_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0070,working_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0071,supporto,multilabel,0,14,0,1,0.0,0.0,0.0,,0.0,0.0,0.5,0.0,1,1,0,0,1,0,Murario,
GT_1762__row0071,zone,multilabel,1,18,0,0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0,1,1,0,0,0,Murature,Murature
GT_1762__row0071,materials_used,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0071,technique_used,multilabel,1,21,0,0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0,1,1,0,0,0,Pulitura meccanica,Pulitura meccanica
GT_1762__row0071,environmental_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0071,working_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0072,supporto,multilabel,0,14,0,1,0.0,0.0,0.0,,0.0,0.0,0.5,0.0,1,1,0,0,1,0,Murario,
GT_1762__row0072,zone,multilabel,1,18,0,0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0,1,1,0,0,0,Navata,Navata
GT_1762__row0072,materials_used,multilabel,1,68,0,0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0,1,1,0,0,0,Acqua (generica),Acqua (generica)
GT_1762__row0072,technique_used,multilabel,1,21,0,0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0,1,1,0,0,0,Pulitura meccanica,Pulitura meccanica
GT_1762__row0072,environmental_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0072,working_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0073,supporto,multilabel,0,14,0,1,0.0,0.0,0.0,,0.0,0.0,0.5,0.0,1,1,0,0,1,0,Murario,
GT_1762__row0073,zone,multilabel,1,18,0,0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0,1,1,0,0,0,Murature,Murature
GT_1762__row0073,materials_used,multilabel,0,68,1,0,0.0,0.0,0.0,,0.0,0.0,0.4927536231884058,0.0,1,0,1,1,0,0,,Ossidanti/riducenti (acqua ossigenata e simili)
GT_1762__row0073,technique_used,multilabel,1,21,0,0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0,1,1,0,0,0,Pulitura meccanica,Pulitura meccanica
GT_1762__row0073,environmental_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0073,working_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0074,supporto,multilabel,0,14,0,1,0.0,0.0,0.0,,0.0,0.0,0.5,0.0,1,1,0,0,1,0,Murario,
GT_1762__row0074,zone,multilabel,1,18,0,0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0,1,1,0,0,0,Navata,Navata
GT_1762__row0074,materials_used,multilabel,0,67,0,2,0.0,0.0,0.0,,0.0,0.0,0.5,0.0,2,2,0,0,1,0,"Consolidanti minerali (silicato di etile, silicati, fluosilicati)|Solventi organici apolari (white spirit, ligroina, isoparaffine, petrolio)",
GT_1762__row0074,technique_used,multilabel,1,21,0,0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0,1,1,0,0,0,Consolidamento superficiale,Consolidamento superficiale
GT_1762__row0074,environmental_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0074,working_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0075,supporto,multilabel,0,14,0,1,0.0,0.0,0.0,,0.0,0.0,0.5,0.0,1,1,0,0,1,0,Murario,
GT_1762__row0075,zone,multilabel,1,18,0,0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0,1,1,0,0,0,Murature,Murature
GT_1762__row0075,materials_used,multilabel,1,68,0,0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0,1,1,0,0,0,Acqua (generica),Acqua (generica)
GT_1762__row0075,technique_used,multilabel,1,21,0,0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0,1,1,0,0,0,Pulitura meccanica,Pulitura meccanica
GT_1762__row0075,environmental_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0075,working_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0076,supporto,multilabel,0,14,0,1,0.0,0.0,0.0,,0.0,0.0,0.5,0.0,1,1,0,0,1,0,Murario,
GT_1762__row0076,zone,multilabel,1,18,0,0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0,1,1,0,0,0,Murature,Murature
GT_1762__row0076,materials_used,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0076,technique_used,multilabel,0,19,2,1,0.0,0.0,0.0,,0.0,0.0,0.4523809523809524,-0.06900655593423542,1,1,2,0,0,0,"Rimozione di depositi, scialbature o vernici",Aspirazione / spolveratura|Pulitura meccanica
GT_1762__row0076,environmental_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0076,working_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0077,supporto,multilabel,0,14,0,1,0.0,0.0,0.0,,0.0,0.0,0.5,0.0,1,1,0,0,1,0,Murario,
GT_1762__row0077,zone,multilabel,1,18,0,0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0,1,1,0,0,0,Murature,Murature
GT_1762__row0077,materials_used,multilabel,0,67,0,2,0.0,0.0,0.0,,0.0,0.0,0.5,0.0,2,2,0,0,1,0,"Consolidanti minerali (silicato di etile, silicati, fluosilicati)|Solventi organici apolari (white spirit, ligroina, isoparaffine, petrolio)",
GT_1762__row0077,technique_used,multilabel,0,20,1,1,0.0,0.0,0.0,,0.0,0.0,0.47619047619047616,-0.047619047619047616,0,1,1,0,0,0,Consolidamento superficiale,Consolidamento per iniezione / impregnazione
GT_1762__row0077,environmental_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0077,working_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0078,supporto,multilabel,0,14,0,1,0.0,0.0,0.0,,0.0,0.0,0.5,0.0,1,1,0,0,1,0,Fotografico,
GT_1762__row0078,zone,multilabel,0,18,0,1,0.0,0.0,0.0,,0.0,0.0,0.5,0.0,1,1,0,0,1,0,Elementi lapidei/Sculture lapidee,
GT_1762__row0078,materials_used,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0078,technique_used,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0078,environmental_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0078,working_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0079,supporto,multilabel,0,14,0,1,0.0,0.0,0.0,,0.0,0.0,0.5,0.0,1,1,0,0,1,0,Murario,
GT_1762__row0079,zone,multilabel,0,17,1,1,0.0,0.0,0.0,,0.0,0.0,0.4722222222222222,-0.05555555555555555,0,1,1,0,0,0,Arredi liturgici,Murature
GT_1762__row0079,materials_used,multilabel,0,68,0,1,0.0,0.0,0.0,,0.0,0.0,0.5,0.0,1,1,0,0,1,0,"Legno (massello, assito, multistrato, compensati)",
GT_1762__row0079,technique_used,multilabel,0,21,1,0,0.0,0.0,0.0,,0.0,0.0,0.4772727272727273,0.0,1,0,1,1,0,0,,"Interventi strutturali locali (cuci-scuci, cerchiatura, ancoraggi)"
GT_1762__row0079,environmental_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0079,working_issue,multilabel,0,14,1,0,0.0,0.0,0.0,,0.0,0.0,0.4666666666666667,0.0,1,0,1,1,0,0,,"Difficoltà operative e accessibilità (quota, posizionamento, intervento diretto)"
GT_1762__row0080,supporto,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0080,zone,multilabel,1,18,0,0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0,1,1,0,0,0,Navata,Navata
GT_1762__row0080,materials_used,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0080,technique_used,multilabel,0,21,1,0,0.0,0.0,0.0,,0.0,0.0,0.4772727272727273,0.0,1,0,1,1,0,0,,"Rimozione di depositi, scialbature o vernici"
GT_1762__row0080,environmental_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0080,working_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0081,supporto,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0081,zone,multilabel,1,18,0,0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0,1,1,0,0,0,Navata,Navata
GT_1762__row0081,materials_used,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0081,technique_used,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0081,environmental_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0081,working_issue,multilabel,0,14,1,0,0.0,0.0,0.0,,0.0,0.0,0.4666666666666667,0.0,1,0,1,1,0,0,,"Difficoltà operative e accessibilità (quota, posizionamento, intervento diretto)"
GT_1762__row0082,supporto,multilabel,0,14,0,1,0.0,0.0,0.0,,0.0,0.0,0.5,0.0,1,1,0,0,1,0,Architettonico,
GT_1762__row0082,zone,multilabel,0,17,1,1,0.0,0.0,0.0,,0.0,0.0,0.4722222222222222,-0.05555555555555555,0,1,1,0,0,0,Coperture,Arredi liturgici
GT_1762__row0082,materials_used,multilabel,1,68,0,0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0,1,1,0,0,0,"Legno (massello, assito, multistrato, compensati)","Legno (massello, assito, multistrato, compensati)"
GT_1762__row0082,technique_used,multilabel,0,21,0,1,0.0,0.0,0.0,,0.0,0.0,0.5,0.0,1,1,0,0,1,0,"Interventi strutturali locali (cuci-scuci, cerchiatura, ancoraggi)",
GT_1762__row0082,environmental_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0082,working_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0083,supporto,multilabel,0,14,0,1,0.0,0.0,0.0,,0.0,0.0,0.5,0.0,1,1,0,0,1,0,Architettonico,
GT_1762__row0083,zone,multilabel,1,18,0,0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0,1,1,0,0,0,Navata,Navata
GT_1762__row0083,materials_used,multilabel,1,68,0,0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0,1,1,0,0,0,"Legno (massello, assito, multistrato, compensati)","Legno (massello, assito, multistrato, compensati)"
GT_1762__row0083,technique_used,multilabel,0,21,0,1,0.0,0.0,0.0,,0.0,0.0,0.5,0.0,1,1,0,0,1,0,"Interventi strutturali locali (cuci-scuci, cerchiatura, ancoraggi)",
GT_1762__row0083,environmental_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0083,working_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0084,supporto,multilabel,0,14,0,1,0.0,0.0,0.0,,0.0,0.0,0.5,0.0,1,1,0,0,1,0,Murario,
GT_1762__row0084,zone,multilabel,0,18,0,1,0.0,0.0,0.0,,0.0,0.0,0.5,0.0,1,1,0,0,1,0,Pavimenti/Solai,
GT_1762__row0084,materials_used,multilabel,1,68,0,0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0,1,1,0,0,0,"Legno (massello, assito, multistrato, compensati)","Legno (massello, assito, multistrato, compensati)"
GT_1762__row0084,technique_used,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0084,environmental_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0084,working_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0085,supporto,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0085,zone,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0085,materials_used,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0085,technique_used,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0085,environmental_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0085,working_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0086,supporto,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0086,zone,multilabel,0,18,1,0,0.0,0.0,0.0,,0.0,0.0,0.47368421052631576,0.0,1,0,1,1,0,0,,Coperture
GT_1762__row0086,materials_used,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0086,technique_used,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0086,environmental_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0086,working_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0087,supporto,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0087,zone,multilabel,0,18,1,0,0.0,0.0,0.0,,0.0,0.0,0.47368421052631576,0.0,1,0,1,1,0,0,,Impianti
GT_1762__row0087,materials_used,multilabel,0,68,1,0,0.0,0.0,0.0,,0.0,0.0,0.4927536231884058,0.0,1,0,1,1,0,0,,"Resine epossidiche (Araldite, Sikadur, Epox)"
GT_1762__row0087,technique_used,multilabel,0,21,1,0,0.0,0.0,0.0,,0.0,0.0,0.4772727272727273,0.0,1,0,1,1,0,0,,Impermeabilizzazione / idrorepellente
GT_1762__row0087,environmental_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0087,working_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0088,supporto,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0088,zone,multilabel,0,18,0,1,0.0,0.0,0.0,,0.0,0.0,0.5,0.0,1,1,0,0,1,0,Coperture,
GT_1762__row0088,materials_used,multilabel,1,67,1,0,0.5,1.0,0.6666666666666666,,0.5,0.0,0.9926470588235294,0.7018882096342189,1,1,2,0,0,0,"Carta e carte tecniche (giapponese, velina, riso, assorbente)","Carta e carte tecniche (giapponese, velina, riso, assorbente)|Adesivi/colle (generici)"
GT_1762__row0088,technique_used,multilabel,0,21,1,0,0.0,0.0,0.0,,0.0,0.0,0.4772727272727273,0.0,1,0,1,1,0,0,,Riadesione / fissaggio pellicola pittorica
GT_1762__row0088,environmental_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0088,working_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0089,supporto,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0089,zone,multilabel,0,18,0,1,0.0,0.0,0.0,,0.0,0.0,0.5,0.0,1,1,0,0,1,0,Coperture,
GT_1762__row0089,materials_used,multilabel,1,65,1,2,0.5,0.3333333333333333,0.4,,0.25,0.0,0.6590909090909091,0.38677247105897256,1,3,2,0,0,0,"Metalli ferrosi (ferro, acciaio, zincato)|Cemento/calcestruzzo/cementite|Malte cementizie","Cemento/calcestruzzo/cementite|Reti e armature (rete elettrosaldata, reti in fibra, Mapegrid)"
GT_1762__row0089,technique_used,multilabel,0,21,1,0,0.0,0.0,0.0,,0.0,0.0,0.4772727272727273,0.0,1,0,1,1,0,0,,"Interventi strutturali locali (cuci-scuci, cerchiatura, ancoraggi)"
GT_1762__row0089,environmental_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0089,working_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0090,supporto,multilabel,0,14,0,1,0.0,0.0,0.0,,0.0,0.0,0.5,0.0,1,1,0,0,1,0,Architettonico,
GT_1762__row0090,zone,multilabel,1,18,0,0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0,1,1,0,0,0,Coperture,Coperture
GT_1762__row0090,materials_used,multilabel,1,68,0,0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0,1,1,0,0,0,"Materiali per coperture (coppi, tegole, scossaline, membrane)","Materiali per coperture (coppi, tegole, scossaline, membrane)"
GT_1762__row0090,technique_used,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0090,environmental_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0090,working_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0091,supporto,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0091,zone,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0091,materials_used,multilabel,0,68,1,0,0.0,0.0,0.0,,0.0,0.0,0.4927536231884058,0.0,1,0,1,1,0,0,,"Metalli non ferrosi (rame, ottone, bronzo, alluminio, piombo)"
GT_1762__row0091,technique_used,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0091,environmental_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0091,working_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0092,supporto,multilabel,0,14,0,1,0.0,0.0,0.0,,0.0,0.0,0.5,0.0,1,1,0,0,1,0,Architettonico,
GT_1762__row0092,zone,multilabel,1,18,0,0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0,1,1,0,0,0,Coperture,Coperture
GT_1762__row0092,materials_used,multilabel,0,68,0,1,0.0,0.0,0.0,,0.0,0.0,0.5,0.0,1,1,0,0,1,0,Laterizio/cotto/mattoni,
GT_1762__row0092,technique_used,multilabel,1,20,1,0,0.5,1.0,0.6666666666666666,,0.5,0.0,0.9761904761904762,0.6900655593423543,1,1,2,0,0,0,Pulitura meccanica,"Rimozione di depositi, scialbature o vernici|Pulitura meccanica"
GT_1762__row0092,environmental_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0092,working_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0093,supporto,multilabel,0,14,0,1,0.0,0.0,0.0,,0.0,0.0,0.5,0.0,1,1,0,0,1,0,Architettonico,
GT_1762__row0093,zone,multilabel,1,18,0,0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0,1,1,0,0,0,Coperture,Coperture
GT_1762__row0093,materials_used,multilabel,1,68,0,0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0,1,1,0,0,0,Malte a base calce (premiscelate o tradizionali),Malte a base calce (premiscelate o tradizionali)
GT_1762__row0093,technique_used,multilabel,0,21,1,0,0.0,0.0,0.0,,0.0,0.0,0.4772727272727273,0.0,1,0,1,1,0,0,,Interventi su intonaci (intonacatura / reintonacatura)
GT_1762__row0093,environmental_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0093,working_issue,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0094,supporto,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
GT_1762__row0094,zone,multilabel,0,18,0,1,0.0,0.0,0.0,,0.0,0.0,0.5,0.0,1,1,0,0,1,0,Pavimenti/Solai,
GT_1762__row0094,materials_used,multilabel,0,68,0,1,0.0,0.0,0.0,,0.0,0.0,0.5,0.0,1,1,0,0,1,0,"Legno (massello, assito, multistrato, compensati)",
GT_1762__row0094,technique_used,multilabel,,,,,,,,,,,,,,0,0,1,1,1,,
